Nazwa_handlowa,Angielska_nazwa,Inter_substancja_aktywna,Inter_produkty_spozywcze,Skutek_uboczny,Zalecenia,interakcje z dzialaniami,Interakcje,Strona,Substancja_aktywna,Wskazania,,,,,,,,,,,,,,,,,,,,,,,,,,Wskazania,Choroby
Cilazapryl,Cilazapril,,alkohol,,,wpływa na posiom oznaczanych enzymow watrobowych,"PosiÅ‚ki nie majÄ… istotnego wpÅ‚ywu na wchÅ‚anianie cilazaprylu. Wykazano Å¼e zaÅ¼ycie leku bezpoÅ›rednio po posiÅ‚ku powoduje spowolnienie wchÅ‚aniania cilazaprylu o godzinÄ™ i zmniejsza biodostÄ™pnoÅ›Ä‡ aktywnego metabolitu- cilazaprylatu Å›rednio o 14%. Nie odgrywa to jednak znaczÄ…cej roli w efekcie terapeutycznym leku.Â 
Alkohol nasila hipotensyjne dziaÅ‚anie cilazaprylu.
Cilazapry moÅ¼e wpÅ‚ywaÄ‡ na wyniki badaÅ„ diagnostycznych dotyczÄ…cych oznaczania stÄ™Å¼enia enzymÃ³w wÄ…trobowych. Lek zwiÄ™ksza stÄ™Å¼enie aminotransferazy alaninowej, aminotransferazy asparaginianowej i bilirubiny w surowicy krwi.
",https://www.doz.pl//leki/w216-Cilazapryl,cilazapryl,"Cilazaryl naleÅ¼y do grupy inhibitorÃ³w konwertazy angiotensyny (angiotensin-converting-enzyme inhibitors, ACEI). Jest stosowany w terapii nadciÅ›nienia tÄ™tniczego oraz niewydolnoÅ›ci serca o charakterze przewlekÅ‚ym. Cilazapryl to prolek, ktÃ³ry po wchÅ‚oniÄ™ciu do krwi ulega przemianie do aktywnej biologicznie substancji cilazaprylatu.",,,,,,,,,,,,,,,,,,,,,,,,,,nadcisnienie tetnicze,
Cilostazol,Cilostazol,,"grejpfrut, tyton, dziurawiec",,,,"Przyjmowanie leku z posiÅ‚kiem zwiÄ™ksza czÄ™stoÅ›Ä‡ dziaÅ‚aÅ„ niepoÅ¼Ä…danych na skutek wzrostu stÄ™Å¼enia leku w osoczu.
SpoÅ¼ycie duÅ¼ych iloÅ›ci soku grejpfrutowego moÅ¼e wpÅ‚ynÄ…Ä‡ na zwiÄ™kszenie aktywnoÅ›ci farmakologicznej i dziaÅ‚aÅ„ niepoÅ¼Ä…danych cilostazolu.
Â 
Palenie tytoniu moÅ¼e powodowaÄ‡ obniÅ¼enie stÄ™Å¼enia cilostazolu w osoczu krwi (o 18%).
Nie moÅ¼na wykluczyÄ‡ wpÅ‚ywu ziela dziurawca na zmianÄ™ farmakokinetyki cilostazolu i osÅ‚abienie skutecznoÅ›ci dziaÅ‚ania przeciwpÅ‚ytkowego.
",https://www.doz.pl//leki/w217-Cilostazol,cilostazol,"Cilostazol jest stosowany w zmniejszeniuÂ objawÃ³w chromania przestankowego (silny bÃ³l i drÄ™twienie koÅ„czyn dolnych podczas chodzenia wynikajÄ…cy zÂ niedroÅ¼noÅ›ci/zwÄ™Å¼enia tÄ™tnic najczÄ™Å›ciej na skutek zaawansowanej miaÅ¼dÅ¼ycy). Celem leczenia jest poprawa jakoÅ›ci Å¼ycia pacjenta poprzez wydÅ‚uÅ¼enie maksymalnego dystansu chromania przestankowego, czyli czasu pomiÄ™dzy przerwami na odpoczynek, gdy bÃ³l zmusza pacjenta do zatrzymania siÄ™. Cilostazol jest wskazany w leczeniu pacjentÃ³w, u ktÃ³rych nie wystÄ™puje bÃ³l w czasie spoczynku i objawy martwicy tkanek obwodowych. Jest to lek drugiego rzutu u osÃ³b, u ktÃ³rych zmiana trybu Å¼ycia i inne metody leczenia okazaÅ‚y siÄ™ niewystarczajÄ…co skuteczne.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby układu krwionosnego,
Ciprofibrat,Ciprofibrate,,alkohol,,,mozliwosc uszkodzenia watroby oraz nadwrazliwosc na swiatlo,"Nie zaleca siÄ™ stosowania ciprofibratu w poÅ‚Ä…czeniu z alkoholem ze wzglÄ™du na ryzyko wystÄ…pienia lub nasilenia miopatii, rabdomiolizy, mioglobuliurii oraz uszkodzenia wÄ…troby.
Podczas stosowania ciprofibratu obserwowano reakcje nadwraÅ¼liwoÅ›ci na Å›wiatÅ‚o.
",https://www.doz.pl//leki/w218-Ciprofibrat,ciprofibrat,"Stosowanie ciprofibratu jest wskazane jako uzupeÅ‚nienie innych metod niefarmakologicznych w leczeniu ciÄ™Å¼kiej hipertriglicerydemii z niskim stÄ™Å¼eniem cholesterolu o duÅ¼ej gÄ™stoÅ›ci HDL lub bez.. Ciprofibrat znalazÅ‚ rÃ³wnieÅ¼ zastosowanie w terapii hiperlipidemii mieszanej, gdzie podanie statyn jest przeciwwskazane.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby pokarmowe,
Ciprofloksacyna,Ciprofloxacin,,alkohol,,,nadwrazliwosc na swiatlo,"Zaleca siÄ™ stosowanie ciprofloksacyny podczas posiÅ‚ku lub bezpoÅ›rednio po nim, popijajÄ…c duÅ¼Ä… iloÅ›ciÄ… wody. Nie zaleca siÄ™ popijania mlekiem, bÄ…dÅº jogurtem, ze wzglÄ™du na moÅ¼liwe zmniejszenie wchÅ‚aniania leku z przewodu pokarmowego.
Alkohol obciÄ…Å¼a organizm i zmniejsza siÅ‚y obronne organizmu podczas walki z chorobÄ…, dlatego jeÅ›li to moÅ¼liwe naleÅ¼y powstrzymaÄ‡ siÄ™ od spoÅ¼ywania alkoholu podczas terapii ciprofloksacynÄ….
WraÅ¼liwoÅ›Ä‡ na Å›wiatÅ‚o
",https://www.doz.pl//leki/w219-Ciprofloksacyna,ciprofloksacyna,"GÅ‚Ã³wnym wskazaniem do zastosowania w lecznictwie ciprofloksacyny sÄ… zakaÅ¼enia drÃ³g moczowych o podÅ‚oÅ¼u bakteryjnym (wykazuje skutecznoÅ›Ä‡ wobec bakterii Pseudomonas aeruginosa). Lek jest skuteczny w przypadku zakaÅ¼eÅ„ wywoÅ‚anych przez Chlamydie (cewki moczowej i szyjki macicy). Ciprofloksacyna dziaÅ‚a bakteriobÃ³jczo w przypadku ostrego odmiedniczkowego zapalenia nerek, niepowikÅ‚anego ostrego zapalenia pÄ™cherza moczowego, bakteryjnego zapalenia gruczoÅ‚u krokowego. Wskazaniem do wdroÅ¼enia ciprofloksacyny jest rÃ³wnieÅ¼ zapalenie jÄ…dra, najÄ…drza i narzÄ…dÃ³w miednicy mniejszej (wraÅ¼liwe szczepy Neisseria gonorrhoeae).
Leczenie ciprofloksacynÄ… jest efektywne wÂ  przypadku biegunki bakteryjnej (wywoÅ‚anej przez Shigella, Salmonella, Escherichia coli, Campylobacter).
Wykorzystuje siÄ™ jÄ… rÃ³wnieÅ¼ w zakaÅ¼eniach skÃ³ry i tkanek miÄ™kkich (bakterie Gram ujemne), koÅ›ci, stawÃ³w oraz w infekcjach w obrÄ™bie jamy brzusznej, dolnych i gÃ³rnych drÃ³g oddechowych (wywoÅ‚anych np. przez Pseudomonas i Enterobacter).
Ciprofloksacyna jest lekiem stosowanym w zapobieganiu i leczeniu wÄ…glika oraz gruÅºlicy - substancja jest aktywna wobec szczepÃ³w, ktÃ³re sÄ… oporne na leki pierwszego rzutu.
CiprofloksacynÄ™ w postaci kropli stosuje siÄ™ w bakteryjnych zakaÅ¼eniach okulistycznych.
Badania in vitro potwierdziÅ‚y wystÄ™powanie rÃ³Å¼nych mechanizmÃ³w opornoÅ›ci, dlatego przed zastosowaniem leku w ciÄ™Å¼kich zakaÅ¼eniach naleÅ¼y zwrÃ³ciÄ‡ uwagÄ™ na wystÄ™pujÄ…cÄ… lokalnie opornoÅ›Ä‡ drobnoustrojÃ³w.",,,,,,,,,,,,,,,,,,,,,,,,,,zakazenia,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisplatyna,Cisplatin,,,,,"wpływa na czynnosci krwiotworcze, poziom elektrolitow w osoczu, poziom kreatyniny i mocznika","W celu zminimalizowania nudnoÅ›ci oraz wymiotÃ³w po przyjmowaniu cisplatyny zalecane jest spoÅ¼ywanie maÅ‚ych porcji poÅ¼ywienia kilka razy dziennie.
Cisplatyna moÅ¼e mieÄ‡ wpÅ‚yw na czynnoÅ›ci krwiotwÃ³rcze (iloÅ›Ä‡ erytrocytÃ³w, pÅ‚ytek krwi oraz limfocytÃ³w), poziomÂ elektrolitÃ³w w osoczu (magnez, sÃ³d, potas, wapÅ„), poziom kreatyniny i mocznika, stÄ™Å¼enie albuminy.Â Cisplatyna moÅ¼e powodowaÄ‡ nadwraÅ¼liwoÅ›Ä‡ i reakcje anafilaktoidalne u osÃ³b wraÅ¼liwych na platynÄ™.Â 
",https://www.doz.pl//leki/w221-Cisplatyna,cisplatyna,"Cisplatyna stosowana jest w monoterapii oraz terapii skojarzonej stadiÃ³w zaawansowanych oraz przerzutowych raka: jÄ…der, jajnikÃ³w orazÂ pÄ™cherza moczowego. CisplatynÄ™ stosuje siÄ™ rÃ³wnieÅ¼ w leczeniu:Â pÅ‚askonabÅ‚onkowego raka gÅ‚owy i szyi, niedrobnokomÃ³rkowego raka pÅ‚uca, drobnokomÃ³rkowego raka pÅ‚uca. MoÅ¼liwe jest stosowanie cisplatyny w terapii skojarzonej z radioterapiÄ… w leczeniu raka szyjki macicy.Â ",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
Citalopram,Citalopram,,,,,,"Pomimo braku potwierdzenia interakcjiÂ citalopramuÂ zÂ alkoholem,Â nie zaleca siÄ™ Å‚Ä…czenia alkoholu z lekami z grupy selektywnych inhibitorÃ³w wychwytu zwrotnego serotoniny.
dziurawiec (Hypericum perforatum) wpÅ‚ywa na czÄ™stoÅ›Ä‡ wystÄ™powania dziaÅ‚aÅ„ niepoÅ¼Ä…danych citalopramu.
",https://www.doz.pl//leki/w222-Citalopram,"bromowodorek citalopramu, citalopram","Citalopram jest stosowany w terapii depresji i w zapobieganiu nawrotom epizodÃ³w depresji, a takÅ¼e w leczeniu napadÃ³w lÄ™ku z agorafobiÄ… (lÄ™k przed przebywaniem na otwartej przestrzeni, w miejscach publicznych itp.) lub bez agorafobii.",,,,,,,,,,,,,,,,,,,,,,,,,,depresja,
Cyklezonid,Ciclesonide,,suplementy zawierajace oleje z ryb,podraznienie przewodu pokarmowego,,,"Ryzyko lub nasilenie podraÅ¼nienia przewodu pokarmowego moÅ¼eÂ zwiÄ™kszyÄ‡ siÄ™, gdy cyklezonidÂ jest stosowany w poÅ‚Ä…czeniuÂ z kwasem eikozapentaenowyÂ (EPA), naleÅ¼Ä…cym do kwasÃ³w omega-3 i wystÄ™pujÄ…cym w tÅ‚ustych rybach, np. Å‚ososiu, a takÅ¼e w suplementach zawierajÄ…cych olejeÂ z ryb.
PoÅ‚Ä…czenie cyklezonidu i fenyloalaniny moÅ¼e powodowaÄ‡Â nasilenie dziaÅ‚aÅ„ niepoÅ¼Ä…danych.
",https://www.doz.pl//leki/w224-Cyklezonid,cyklezonid,"Cyklezonid jest wskazany w leczeniu przewlekÅ‚ej astmy oskrzelowej zarÃ³wno u mÅ‚odzieÅ¼y od dwunastego roku Å¼ycia, jak i dorosÅ‚ych. Lek stosuje siÄ™ w postaci wziewÃ³w.",,,,,,,,,,,,,,,,,,,,,,,,,,alergia,
Cyklofosfamid,Cyclophosphamide,,alkohol,,,dziala na układ sercowo-naczyniowy,"Cyklofosfamid w postaci tabletek draÅ¼owanych naleÅ¼y przyjmowaÄ‡ podczas posiÅ‚ku, aby ograniczyÄ‡ draÅ¼niÄ…ce dziaÅ‚anie leku na bÅ‚onÄ™ przewodu pokarmowego.
Alkohol nasila dziaÅ‚anie niepoÅ¼Ä…dane cyklofosfamidu ze strony przewodu pokarmowego takie jak nudnoÅ›ci i wymioty. Badania z wykorzystaniem zwierzÄ…t laboratoryjnych wykazaÅ‚y zmniejszenie skutecznoÅ›ci cyklofosfamidu w poÅ‚Ä…czeniu z alkoholem (przy niskich dawkach leku).
Terapia cyklofosfamidem wpÅ‚ywa na wyniki licznych badaÅ„ diagnostycznych. Cyklofosfamid dziaÅ‚a na ukÅ‚ad sercowo-naczyniowy wpÅ‚ywajÄ…c na obraz EKGÂ miÄ™Å›nia sercowego (obniÅ¼enie frakcjiÂ wyrzutowejÂ lewej komory serca)Â i pomiar ciÅ›nieniaÂ krwi.
",https://www.doz.pl//leki/w225-Cyklofosfamid,cyklofosfamid,"Wskazaniami do terapii cyklofosfamidem sÄ… guzy zÅ‚oÅ›liwe, zarÃ³wno z istniejÄ…cymi przerzutami jak i bez przerzutÃ³w. Zalicza siÄ™ do nichÂ rak jajnika i piersi, drobnokomÃ³rkowy rak pÅ‚uc, neuroblastoma, miÄ™sak Ewinga, rhabdomyosarcoma u dzieci, osteosarcomaÂ oraz ziarniniak Wegenera. Ponad to cyklofosfamidem leczy siÄ™ chÅ‚oniaki zÅ‚oÅ›liwe oraz biaÅ‚aczki (biaÅ‚aczka szpikowa, biaÅ‚aczka limfoblastyczna).",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
Cyklosporyna,Cyclosporine,,"grejpfrut, tluszcze, dziurawiec",,,"zagrozenie hiperkaliemia, rozwojem nowotworu","NaleÅ¼y unikaÄ‡ Å‚Ä…czenia cyklosporyny z sokiem grejpfrutowym ze wzglÄ™du na zmniejszenie metabolizmu leku i ryzyko nasilenia dziaÅ‚aÅ„ niepoÅ¼Ä…danych (bÃ³le gÅ‚owy, miÄ™Å›ni, drÅ¼enie koÅ„czyn, drgawki, wzrost ciÅ›nienia).
Podczas leczenia cyklosporynÄ… wskazane jest ograniczenie posiÅ‚kÃ³w bogatotÅ‚uszczowych, poniewaÅ¼ lek ten zwiÄ™ksza stÄ™Å¼enie lipidÃ³w we krwi. NaleÅ¼y rÃ³wnieÅ¼ ograniczyÄ‡ spoÅ¼ywanie produktÃ³w z duÅ¼Ä… zawartoÅ›ciÄ… potasu, poniewaÅ¼ moÅ¼e to prowadziÄ‡ do hiperkaliemii, ktÃ³ra objawia siÄ™ bÃ³lem gÅ‚owy, zaburzonÄ… pracÄ… serca, mrowieniem miÄ™Å›ni, brakiem koordynacji ruchowej.
dziurawiec moÅ¼e nasilaÄ‡ metabolizm cyklosporyny zmniejszajÄ…c jej stÄ™Å¼enie, a tym samym skutecznoÅ›Ä‡ terapeutycznÄ… leku.
Zmniejszenie metabolizmu cyklosporyny i zwiÄ™kszenie jej stÄ™Å¼enia obserwowane jest przy jednoczesnym stosowaniu z ostropestem plamistym, jeÅ¼Ã³wkÄ… purpurowÄ…, Å¼eÅ„-szeniem oraz Å¼urawinÄ….
Nadmierna ekspozycja na sÅ‚oÅ„ce podczas leczenia cyklosporynÄ… moÅ¼e zwiÄ™kszaÄ‡ ryzyko rozwoju nowotworu.

",https://www.doz.pl//leki/w227-Cyklosporyna,cyklosporyna,"Cyklosporyna jest stosowana w transplantologii w celu zapobiegania odrzuceniu przeszczepionego narzÄ…du (wÄ…troby, nerek, trzustki, serca, pÅ‚uc) oraz w przypadku allogenicznego przeszczepu szpiku. Wskazaniem do stosowania leku jest ciÄ™Å¼ka postaÄ‡ Å‚uszczycy, atopowe zapalenie skÃ³ry, zespÃ³Å‚ nerczycowy (gdy terapia steroidowa jest nieskuteczna), ciÄ™Å¼kie reumatoidalne zapalenie stawÃ³w (gdy wprowadzenie leku modyfikujÄ…cego przebieg choroby np. metotreksatu okazaÅ‚o siÄ™ nieskuteczne). Cyklosporyna moÅ¼e byÄ‡ stosowana jako lek wywoÅ‚ujÄ…cy remisjÄ™ lub podtrzymujÄ…cy efekt uzyskany po leczeniu kortykosteroidami, a takÅ¼e w leczeniu:",,,,,,,,,,,,,,,,,,,,,,,,,,przeszczepy,
Cynakalcet,Cinacalcet,,,,,,"Przyjmowanie cynakalcetu z posiÅ‚kiem lub wkrÃ³tce po nim zwiÄ™ksza biodostÄ™pnoÅ›Ä‡ produktu o 50-80%.
",https://www.doz.pl//leki/w228-Cynakalcet,"chlorowodorek cynakalcetu, cynakalcet","Cynakalcet wskazany jest w leczeniu wtÃ³rnej nadczynnoÅ›ci przytarczyc u pacjentÃ³w w wieku co najmniejÂ  3 lat w schyÅ‚kowym stadium choroby nerek, leczonych dÅ‚ugotrwale dializÄ…. MoÅ¼e byÄ‡ rÃ³wnieÅ¼ wykorzystywany w terapii z uÅ¼yciem preparatÃ³w wiÄ…Å¼Ä…cych fosforany i witaminÄ™ D. Znajduje zastosowanie w zmniejszaniu hipercalcemii u dorosÅ‚ych chorych na raka przytarczyc lub z pierwotnÄ… nadczynnoÅ›ciÄ… przytarczyc, u ktÃ³rych paratyreoidektomia jest wskazana, ale niemoÅ¼liwa ze wzglÄ™dÃ³w klinicznych.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby ukladu wydalniczego,
Cynaryzyna,Cinnarizine,,alkohol,,,ograniczenie mozliwosci prowadzenia pojazdow,"Lek naleÅ¼y stosowaÄ‡ po posiÅ‚ku aby zapobiec podraÅ¼nieniu Å¼oÅ‚Ä…dka.
Jednoczesne stosowanie cynaryzyny z alkoholem moÅ¼e powodowaÄ‡ nasilenie dziaÅ‚ania uspokajajÄ…cego.
Ze wzglÄ™du na dziaÅ‚anie przeciwhistaminowe cynaryzyny przed wykonaniem skÃ³rnych testÃ³w alergicznych lek naleÅ¼y odstawiÄ‡ na cztery dni przez wykonaniem powyÅ¼szych testÃ³w.
",https://www.doz.pl//leki/w229-Cynaryzyna,cynaryzyna,"Cynaryzyna wykazuje dziaÅ‚anie przeciwhistaminowe, przeciwalergiczne, cholinolityczne, przeciwwymiotne oraz poprawia przepÅ‚yw krwi w naczyniach krwionoÅ›nych. Jest stosowana w przypadku zaburzeÅ„ krÄ…Å¼enia obwodowego- zespÃ³Å‚ Raynauda, chromanie przestankowe, kurcze miÄ™Å›niowe, ponadto w zaburzeniach naczyniowych w obrÄ™bie OUN. Ponadto doskonale sprawdza siÄ™ w zespoÅ‚ach niedokrwiennych w okulistyce, zapobiegawczo w chorobie lokomocyjnej oraz pomocniczo w zespole Meniere'a- zawroty gÅ‚owy, szum w uszach, nudnoÅ›ci, wymioty.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby pokarmowe,
Cynchokaina,Cinchocaine,,"alkohol, dziurawiec",,,ograniczenie mozliwosci prowadzenia pojazdow,"Cynchokaina nasila depresyjny (hamujÄ…cy) wpÅ‚yw alkoholu na oÅ›rodkowy ukÅ‚ad nerwowy.
Nasilenie ryzyka dziaÅ‚aÅ„ niepoÅ¼Ä…danych przy poÅ‚Ä…czeniu cynchokainy z dziurawcem zwyczajnym Hypericum perforatum.
",https://www.doz.pl//leki/w230-Cynchokaina,"chlorowodorek cynchokainy, cynchokaina","Cynchokaina naleÅ¼y do amidowych Å›rodkÃ³w znieczulajÄ…cych. Jest stosowana najczÄ™Å›ciej jako chlorowodorek cynchokainy w postaci czopkÃ³w, maÅ›ci i kremÃ³w przy dolegliwoÅ›ciach hemoroidalnych tj. hemoroidach zewnÄ™trznych, wewnÄ™trznych, szczelinach odbytu. Wykazuje dziaÅ‚anie przeciwÅ›wiÄ…dowe i Å‚agodzi bÃ³l odbytu. NiegdyÅ› jej zastosowanie byÅ‚o szersze, jednak wykazano Å¼e lek jest jednym z najbardziej toksycznych Å›rodkÃ³w uÅ¼ywanych w celu miejscowego znieczulenia. CynchokainÄ™ niegdyÅ› czÄ™sto stosowaÅ‚o siÄ™ do znieczuleÅ„ regionalnych polegajÄ…cych na wstrzykniÄ™ciu substancji w okolicÄ™ nerwÃ³w oraz do wykonywania blokad nadtwardÃ³wkowych. W weterynarii cynchokaina jest skÅ‚adnikiem Å›rodka sÅ‚uÅ¼Ä…cego do eutanazji koni oraz bydÅ‚a.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby pokarmowe,
Cyproheptadyna,Cyproheptadine,,alkohol,,,ograniczenie mozliwosci prowadzenia pojazdow,"Lek nie powinien byÄ‡ stosowany z alkoholem, gdyÅ¼ nasila on depresyjny wpÅ‚yw na oÅ›rodkowy ukÅ‚ad nerwowy.
W przypadku pacjentÃ³w poddawanych badaniom moczu na obecnoÅ›Ä‡ trÃ³jpierÅ›cieniowych lekÃ³w przeciwdepresyjnych (TLPD), cyproheptadyna moÅ¼e byÄ‡ przyczynÄ… wyniku faÅ‚szywie dodatniego.
",https://www.doz.pl//leki/w231-Cyproheptadyna,chlorowodorek cyproheptadyny,"Lek znalazÅ‚ zastosowanie w leczeniu chorÃ³b alergicznychÂ â€” w szczegÃ³lnoÅ›ciÂ przebiegajÄ…cych ze Å›wiÄ…dem skÃ³ry, takich jak: ostra i przewlekÅ‚a pokrzywka, obrzÄ™k naczynioruchowy, wysypka polekowa, wyprysk, zapalenie skÃ³ry z wypryskiem, kontaktowe zapalenie skÃ³ry, neurodermit (atopowe zapalenie skÃ³ry), alergiczne zapalenie bÅ‚ony Å›luzowej nosa, naczynioruchowe zapalenie bÅ‚ony Å›luzowej nosa, choroba posurowicza czy miejscowe reakcje alergiczne wystÄ™pujÄ…ce po ukÄ…szeniu przez owady.",,,,,,,,,,,,,,,,,,,,,,,,,,alergia,
Cyproteron,Cyproterone,,alkohol,,,ograniczenie mozliwosci prowadzenia pojazdow,"W trakcie terapii cyproteronem naleÅ¼y unikaÄ‡ spoÅ¼ywania soku grapefruitowego, gdyÅ¼ moÅ¼e on spowodowaÄ‡ zwiÄ™kszenie stÄ™Å¼enia leku w organizmie.
SpoÅ¼ywanie alkoholu w trakcie leczenia cyproteronem moÅ¼e osÅ‚abiÄ‡ dziaÅ‚anie leku.
",https://www.doz.pl//leki/w232-Cyproteron,"cyproteron, octan cyproteronu","Cyproteron jest antyandrogenem, ktÃ³ry w postaci octanu ma rÃ³wnieÅ¼ wÅ‚aÅ›ciwoÅ›ci progestagenne. Stosowany jest u mÄ™Å¼czyzn w hiperseksualnoÅ›ci celem hamowania popÄ™du seksualnego w dewiacjach na tym tle oraz jako Å›rodek paliatywny w leczeniu nieoperacyjnego raka gruczoÅ‚u krokowego. U kobiet wskazaniem do zastosowania cyproteronu jest likwidacja powaÅ¼nych symptomÃ³w androgenizacji, manifestujÄ…cych siÄ™ nadmiernym owÅ‚osieniem (hirsutyzm), utratÄ… wÅ‚osÃ³w na tle hormonalnym oraz w schorzeniach dermatologicznych przebiegajÄ…cych z nadmiernÄ… produkcjÄ… sebum (trÄ…dzik) lub Å‚oju (Å‚ojotok).",,,,,,,,,,,,,,,,,,,,,,,,,,chroby hormonalne,
Cytarabina,Cytarabine,,,,,"ograniczenie mozliwosci prowadzenia pojazdow, zagrozenie zgonem","Ze wzglÄ™du na moÅ¼liwoÅ›Ä‡ pojawienia siÄ™ dziaÅ‚aÅ„ niepoÅ¼Ä…danych ze strony OUN nie jest wskazane prowadzenie pojazdÃ³w i obsÅ‚ugiwanie urzÄ…dzeÅ„ mechanicznych.
Immunosupresyjne dziaÅ‚anie cytarabiny powoduje zwiÄ™kszone ryzyko wystÄ…pienia infekcji o ciÄ™Å¼kim przebiegu, prowadzÄ…cym nawet do zgonu.
",https://www.doz.pl//leki/w233-Cytarabina,cytarabina,"Wskazana jest u pacjentÃ³w dorosÅ‚ych i dzieci z ostrÄ… biaÅ‚aczkÄ… szpikowÄ…, biaÅ‚aczkÄ… limfoblastycznÄ…, przewlekÅ‚Ä… biaÅ‚aczkÄ… szpikowÄ… (faza blastyczna), chÅ‚oniakiem nieziarnicznym oraz w przypadkach biaÅ‚aczek Åºle rokujÄ…cych i opornych na leczenie. MoÅ¼e byÄ‡ stosowana w monoterpii lub w skojarzeniu z innymi Å›rodkami przeciwnowotworowymi. Zalecane jest leczenie podtrzymujÄ…ce w celu wydÅ‚uÅ¼enia wywoÅ‚anej przez cytarabinÄ™ remisji.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cytyzyna,Cytisine,,,,,,"Cytyzyna nie wpÅ‚ywa na zdolnoÅ›Ä‡ prowadzenia pojazdÃ³w.
",https://www.doz.pl//leki/w235-Cytyzyna,cytyzyna,Cytyzyna jest stosowana w leczeniu uzaleÅ¼nienia od palenia tytoniu i w celu zmniejszenia gÅ‚odu nikotynowego. Celem terapii jest caÅ‚kowite zerwanie z naÅ‚ogiem.,,,,,,,,,,,,,,,,,,,,,,,,,,uzaleznienia,
Cyzapryd,Cisapride,,"grejpfrut, alkohol",,,ograniczenie mozliwosci prowadzenia pojazdow,"Podczas terapii cyzaprydem naleÅ¼y ograniczyÄ‡ spoÅ¼ywanie grejpfrutÃ³w. Nie naleÅ¼y popijaÄ‡ substancji sokiem grejpfrutowym, gdyÅ¼ moÅ¼e zwiÄ™kszaÄ‡ ryzyko dziaÅ‚aÅ„Â niepoÅ¼Ä…danych cyzaprydu.Â 
Pacjenci przyjmujÄ…cy cyzapryd nie powinni jednoczeÅ›nie spoÅ¼ywaÄ‡ alkoholu, ze wzglÄ™du na zdolnoÅ›Ä‡ cyzaprydu do zwiÄ™kszaniaÂ stÄ™Å¼enia alkoholu we krwi, ktÃ³re moÅ¼e objawiaÄ‡ siÄ™Â nadmiernym uspokojeniem, obniÅ¼onÄ… koncentracjÄ…Â oraz zaburzeniem koordynacji ruchowej.
",https://www.doz.pl//leki/w236-Cyzapryd,cyzapryd,"Cyzapryd stosowany jest w terapii dorosÅ‚ych pacjentÃ³w z ciÄ™Å¼kimÂ oraz ostrymÂ zaostrzeniemÂ objawowego przewlekÅ‚ego opÃ³Åºnienia w oprÃ³Å¼nianiu Å¼oÅ‚Ä…dka (gastroparesis), o charakterze idiopatycznym lub wystÄ™pujÄ…cym w przebiegu cukrzycy.Â ",,,,,,,,,,,,,,,,,,,,,,,,,,zakazenia,
Dabigatran,Dabigatran,,"alkohol, dziurawiec",,,,"Brak jednoznacznych danych o interakcji dabigatranu z alkoholem. NaleÅ¼y spodziewaÄ‡ siÄ™, Å¼e jednoczesne spoÅ¼ywanie alkoholu moÅ¼e zwiÄ™kszyÄ‡ ryzyko krwawieÅ„.
dziurawiec (Hypericum perforatum) moÅ¼e zmniejszaÄ‡ stÄ™Å¼enie dabigatranu, a tym samym jego skutecznoÅ›Ä‡.Â 
",https://www.doz.pl//leki/w237-Dabigatran,"dabigatran, eteksylan dabigatranu","Dabigatran jest stosowany w zapobieganiu powikÅ‚aniom zakrzepowo-zatorowym u pacjentÃ³w poddanych wymianie stawu kolanowego lub biodrowego, a takÅ¼e u chorych ze stwierdzonym migotaniem przedsionkÃ³w, po przebytym udarze, z ostrym zespoÅ‚em wieÅ„cowym i innymi czynnikami zwiÄ™kszajÄ…cymi ryzyko tworzenia zakrzepÃ³w.",,,,,,,,,,,,,,,,,,,,,,,,,,choroby układu krwionosnego,
Dabrafenib,Dabrafenib,,"grejpfrut, dziurawiec",,,,"Dabrafenib naleÅ¼y przyjmowaÄ‡ godzinÄ™ przed lub dwie godziny po posiÅ‚ku. NaleÅ¼y unikaÄ‡ spoÅ¼ywania grejpfruta i soku grejpfrutowego.
Dabrafenibu nie naleÅ¼y Å‚Ä…czyÄ‡ z preparatami z dziurawca, ze wzglÄ™du na obniÅ¼enie stÄ™Å¼enia i skutecznoÅ›ci dabrafenibu.Â 
",https://www.doz.pl//leki/w238-Dabrafenib,dabrafenib,"Dabrafenib znajduje zastosowanie w skojarzonym leczeniu nowotworÃ³w z mutacjÄ… BRAF V600, takich jak czerniak nieoperacyjny, czerniakÂ z przerzutami, czerniak w III stadium zaawansowania po caÅ‚kowitej resekcji orazÂ zaawansowanyÂ niedrobnokomÃ³rkowyÂ rakÂ pÅ‚uca.Â ",,,,,,,,,,,,,,,,,,,,,,,,,,choroby nowotworowe,
